gpus,N,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
10,1024,0.0168784,0.0074921,0.0409121,1.8981e-05,0,0.00611172,0.00610693
10,1024,0.0122263,0.00591856,0.0409174,2.3675e-05,0,0.00431444,0.00430895
10,1024,0.0162042,0.00563924,0.040951,2.1372e-05,0,0.00405864,0.00405171
10,1024,0.0118196,0.00566997,0.0409166,2.1467e-05,0,0.00443265,0.00442736
10,1024,0.0123964,0.00572356,0.0409216,2.1107e-05,0,0.00449636,0.00449114
11,1024,0.0113772,0.00499354,0.0327481,2.2454e-05,0,0.00372901,0.00372369
11,1024,0.0145301,0.00799248,0.0324496,2.4498e-05,0,0.00639109,0.00638608
11,1024,0.0149662,0.00500604,0.032669,2.0855e-05,0,0.0037403,0.00373281
11,1024,0.0165681,0.00491443,0.032648,2.2067e-05,0,0.00362588,0.00362003
11,1024,0.0154073,0.00550857,0.0327679,2.3644e-05,0,0.0038077,0.00379999
12,1024,0.0157875,0.00652607,0.0327831,2.1963e-05,0,0.00518508,0.00517856
12,1024,0.0163812,0.00769418,0.0327411,2.2711e-05,0,0.00573953,0.00573383
12,1024,0.017436,0.00767006,0.0327912,2.1884e-05,0,0.00638123,0.00637613
12,1024,0.0158754,0.00834344,0.0328047,2.1918e-05,0,0.00633037,0.00632297
12,1024,0.0174906,0.00936965,0.032655,2.1632e-05,0,0.00808388,0.00807744
13,1024,0.0191637,0.00510031,0.032808,2.1751e-05,0,0.00368192,0.00367274
13,1024,0.0181837,0.00649685,0.032764,3.0644e-05,0,0.00520698,0.00520185
13,1024,0.0165892,0.00518001,0.0324151,2.2303e-05,0,0.0038404,0.00383371
13,1024,0.0141219,0.00504992,0.0327887,2.1167e-05,0,0.0036932,0.00368629
13,1024,0.0172646,0.00819419,0.0327777,2.1882e-05,0,0.00690192,0.00689461
14,1024,0.0231647,0.00666622,0.0328137,2.1611e-05,0,0.0052724,0.00526554
14,1024,0.0163956,0.00640055,0.0327976,2.2831e-05,0,0.00506462,0.00505714
14,1024,0.0189801,0.00634894,0.0327858,2.0265e-05,0,0.00493964,0.00493328
14,1024,0.0189276,0.00635031,0.0327962,1.9774e-05,0,0.00497537,0.00496975
14,1024,0.0175147,0.00518225,0.0326664,2.1333e-05,0,0.00382611,0.00381957
15,1024,0.0199789,0.00865753,0.0319536,2.3409e-05,0,0.00654995,0.00654165
15,1024,0.0218227,0.00705932,0.0320379,2.5851e-05,0,0.00570555,0.00569885
15,1024,0.0198294,0.00537996,0.0324107,2.195e-05,0,0.00399969,0.00399246
15,1024,0.021835,0.00583671,0.0324129,2.3688e-05,0,0.00391117,0.00390384
15,1024,0.0161589,0.00824197,0.032421,2.2406e-05,0,0.00692039,0.00691175
16,1024,0.018735,0.00780459,0.0246568,2.5327e-05,0,0.00575505,0.00574723
16,1024,0.0192737,0.00679666,0.0249923,2.2741e-05,0,0.0053272,0.00532022
16,1024,0.018058,0.00705435,0.0250679,3.2311e-05,0,0.00526027,0.00525284
16,1024,0.0215749,0.00683937,0.025013,2.3435e-05,0,0.00501808,0.00501188
16,1024,0.0264108,0.00637034,0.0247005,2.4665e-05,0,0.00443027,0.00442317
1,1024,0.00117856,0.000707669,0.298789,N/A,N/A,N/A,N/A
1,1024,0.00177307,0.000818265,0.304178,N/A,N/A,N/A,N/A
1,1024,0.001198,0.000679569,0.301593,N/A,N/A,N/A,N/A
1,1024,0.00178578,0.000770523,0.297574,N/A,N/A,N/A,N/A
1,1024,0.00119194,0.000687675,0.310544,N/A,N/A,N/A,N/A
3,1024,0.00329086,0.00922859,0.112675,2.0921e-05,0,0.00834002,0.00833679
3,1024,0.00445893,0.009489,0.112683,1.7858e-05,0,0.00849188,0.00848686
3,1024,0.00328311,0.00926315,0.112731,1.8791e-05,0,0.00835949,0.00835358
3,1024,0.00440994,0.00924595,0.11267,2.0884e-05,0,0.00823475,0.0082301
3,1024,0.0072908,0.00907376,0.112673,2.0147e-05,0,0.00811559,0.00811212
4,1024,0.00500353,0.00853599,0.0815848,1.704e-05,0,0.00733561,0.00732984
4,1024,0.00424934,0.00798465,0.0813198,2.011e-05,0,0.00681241,0.00680675
4,1024,0.00665654,0.00808147,0.0813291,2.1891e-05,0,0.00652136,0.00651826
4,1024,0.00829979,0.00822191,0.0817169,1.8329e-05,0,0.00678349,0.00677913
4,1024,0.00539431,0.00775142,0.0816003,1.9872e-05,0,0.0065162,0.00650655
5,1024,0.0064734,0.00719031,0.0727505,1.7806e-05,0,0.00597686,0.0059734
5,1024,0.00629822,0.00714563,0.0724659,2.1621e-05,0,0.00606688,0.00606253
5,1024,0.00733282,0.00709627,0.0716674,1.9791e-05,0,0.00587251,0.00586863
5,1024,0.00626026,0.00711719,0.072746,1.9767e-05,0,0.00604865,0.00604534
5,1024,0.00636468,0.00694546,0.072463,1.9969e-05,0,0.0058841,0.0058803
6,1024,0.0103384,0.0068385,0.0635665,2.2948e-05,0,0.00573009,0.00572505
6,1024,0.01305,0.00686724,0.0639296,2.1714e-05,0,0.00530482,0.0053011
6,1024,0.00951519,0.00664554,0.0635664,2.55e-05,0,0.0054936,0.00548882
6,1024,0.00868206,0.00693985,0.063555,1.8213e-05,0,0.00545123,0.00544578
6,1024,0.0102805,0.00711752,0.0635424,2.1641e-05,0,0.00602554,0.00602058
7,1024,0.0133859,0.00633544,0.0556772,2.3259e-05,0,0.00498721,0.0049827
7,1024,0.00994451,0.00632937,0.0556765,2.5176e-05,0,0.00514138,0.00513655
7,1024,0.00978998,0.00636856,0.0556308,1.7669e-05,0,0.00510659,0.00510286
7,1024,0.0102756,0.00592422,0.0557043,2.4316e-05,0,0.00476773,0.00476276
7,1024,0.0101994,0.00626071,0.0556742,2.3285e-05,0,0.00507543,0.0050703
8,1024,0.0092223,0.00729795,0.0411018,2.156e-05,0,0.0061427,0.0061383
8,1024,0.00957748,0.0054867,0.041105,2.1652e-05,0,0.00397797,0.00397303
8,1024,0.0101997,0.00519405,0.041086,1.9914e-05,0,0.00393922,0.00393559
8,1024,0.0116801,0.00518894,0.04113,2.0763e-05,0,0.00393692,0.00393224
8,1024,0.0135127,0.00523433,0.0410069,2.6709e-05,0,0.00404543,0.00404032
9,1024,0.0145504,0.00536505,0.0410971,1.8858e-05,0,0.0040102,0.00400398
9,1024,0.0138766,0.0054796,0.0410329,1.9175e-05,0,0.00392968,0.00392319
9,1024,0.011976,0.00671016,0.0409182,2.4568e-05,0,0.0055517,0.00554693
9,1024,0.0129689,0.00572037,0.0409595,1.9036e-05,0,0.00439829,0.00439408
9,1024,0.010447,0.00521514,0.0410959,2.3747e-05,0,0.0039846,0.00397907
10,12288,2.18095,0.0867267,36.0807,3.5966e-05,0,0.0285963,0.028591
10,12288,1.80307,0.186799,36.1517,5.3859e-05,0,0.0284369,0.0284313
10,12288,1.94779,0.0965577,36.1093,4.7709e-05,0,0.0287146,0.0287085
10,12288,2.18833,0.0994824,36.1577,2.3018e-05,0,0.0292268,0.0292206
10,12288,2.21606,0.0895323,36.1045,4.1941e-05,0,0.0289345,0.0289283
11,12288,2.37741,0.0864746,32.6198,4.3859e-05,0,0.0267926,0.0267845
11,12288,2.06768,0.175955,32.6327,6.4034e-05,0,0.0263827,0.026375
11,12288,2.19954,0.179611,32.5605,6.2687e-05,0,0.0260871,0.0260807
11,12288,2.4011,0.0960507,32.6081,3.4763e-05,0,0.0259363,0.0259305
11,12288,2.56692,0.148615,32.5647,4.3454e-05,0,0.0263524,0.0263445
12,12288,2.50978,0.164697,29.8445,4.6779e-05,0,0.0302338,0.0302272
12,12288,2.50471,0.0857314,29.8435,4.3062e-05,0,0.0249612,0.0249493
12,12288,2.18509,0.176338,29.8933,4.4588e-05,0,0.0280203,0.028003
12,12288,2.00275,0.18604,29.837,7.2092e-05,0,0.0307703,0.0307638
12,12288,2.26161,0.172435,29.8664,4.6744e-05,0,0.0241689,0.0241607
13,12288,2.53565,0.166793,27.8939,4.0888e-05,0,0.0229193,0.0229015
13,12288,2.42576,0.133846,27.9096,4.6501e-05,0,0.0260109,0.0260042
13,12288,3.31919,0.136248,27.8055,5.9424e-05,0,0.023604,0.0235973
13,12288,2.71922,0.0868456,27.8795,9.0927e-05,0,0.0228422,0.0228361
13,12288,2.75706,0.107891,27.8942,3.3181e-05,0,0.0230475,0.0230405
14,12288,2.63015,0.0892506,26.0456,3.8881e-05,0,0.0224046,0.0223838
14,12288,3.10769,0.150181,26.0406,3.924e-05,0,0.0210884,0.0210704
14,12288,2.57621,0.101684,26.0243,4.1523e-05,0,0.0243495,0.0243319
14,12288,2.39566,0.183854,26.0621,9.1621e-05,0,0.0294293,0.0294115
14,12288,3.41311,0.0917025,26.0366,0.000103175,0,0.0232676,0.0232604
15,12288,2.72177,0.0873442,24.3134,7.4904e-05,0,0.0226337,0.0226113
15,12288,3.04931,0.0903447,24.2614,4.1309e-05,0,0.023974,0.0239666
15,12288,2.78439,0.155394,24.2788,8.598e-05,0,0.0203699,0.0203633
15,12288,2.93861,0.152257,24.273,8.0597e-05,0,0.0213795,0.0213718
15,12288,2.71805,0.0887294,24.2866,8.5527e-05,0,0.0239216,0.0239141
16,12288,2.9323,0.0979191,22.6021,8.6757e-05,0,0.0299874,0.0299791
16,12288,2.94347,0.17306,22.6537,4.6926e-05,0,0.035257,0.0352455
16,12288,2.85428,0.0952901,22.4339,9.0783e-05,0,0.0281598,0.0281517
16,12288,3.04971,0.0934075,22.6191,8.4954e-05,0,0.0274431,0.0274354
16,12288,3.93247,0.12379,22.5815,4.23e-05,0,0.0197126,0.019702
1,12288,0.188598,0.0859708,351.569,N/A,N/A,N/A,N/A
1,12288,0.2054,0.0847952,351.524,N/A,N/A,N/A,N/A
1,12288,0.205829,0.0876807,351.641,N/A,N/A,N/A,N/A
1,12288,0.180836,0.0876262,351.563,N/A,N/A,N/A,N/A
1,12288,0.205945,0.0843384,351.55,N/A,N/A,N/A,N/A
3,12288,0.835135,0.227539,118.027,4.1051e-05,0,0.0903278,0.0903243
3,12288,0.833826,0.145477,118.046,4.7146e-05,0,0.0907568,0.0907535
3,12288,0.654852,0.263932,118.119,3.4159e-05,0,0.0895814,0.0895775
3,12288,0.657381,0.255674,118.093,3.5371e-05,0,0.0979731,0.0979694
3,12288,0.561703,0.176868,118.13,2.7916e-05,0,0.0913399,0.0913347
4,12288,0.993428,0.218056,88.7077,3.1979e-05,0,0.0767346,0.076728
4,12288,0.631718,0.262403,88.7396,4.4024e-05,0,0.0699237,0.0699107
4,12288,0.992681,0.130307,88.6013,3.3891e-05,0,0.0710884,0.071082
4,12288,0.813772,0.230718,88.719,2.7439e-05,0,0.0693262,0.0693203
4,12288,1.17092,0.208521,88.706,2.9883e-05,0,0.0772054,0.0772021
5,12288,1.14907,0.119704,71.165,3.3599e-05,0,0.065498,0.0654929
5,12288,0.975889,0.1438,71.2071,3.9109e-05,0,0.0581079,0.0581037
5,12288,0.975717,0.221451,71.1773,3.9983e-05,0,0.0554872,0.0554821
5,12288,1.14896,0.218581,71.2074,3.3951e-05,0,0.0599014,0.0598956
5,12288,0.966264,0.224839,71.2201,4.2827e-05,0,0.0584105,0.0583948
6,12288,1.15758,0.1231,59.2722,2.2994e-05,0,0.0471,0.0470939
6,12288,1.31029,0.213432,59.3045,3.9033e-05,0,0.049293,0.0492881
6,12288,1.15126,0.130873,59.3305,2.3829e-05,0,0.0473342,0.0473259
6,12288,1.30832,0.202558,59.3446,3.2172e-05,0,0.0467844,0.0467794
6,12288,1.3326,0.154162,59.3528,2.7425e-05,0,0.0462329,0.0462263
7,12288,1.29007,0.11987,51.0541,3.1887e-05,0,0.040808,0.0408036
7,12288,1.33134,0.124977,51.0485,3.1385e-05,0,0.0432266,0.0432223
7,12288,2.00733,0.0943252,50.9144,4.5447e-05,0,0.0417002,0.0416955
7,12288,1.64553,0.187148,50.991,4.5013e-05,0,0.0401517,0.0401444
7,12288,1.64445,0.0918237,51.0042,4.1037e-05,0,0.039599,0.0395923
8,12288,1.62613,0.207884,44.5242,4.7126e-05,0,0.0358453,0.0358382
8,12288,2.47477,0.114656,44.6391,2.9835e-05,0,0.0352048,0.0351976
8,12288,1.63204,0.0874535,44.6654,3.586e-05,0,0.0353423,0.0353357
8,12288,1.98619,0.138443,44.6811,4.6583e-05,0,0.0353866,0.0353805
8,12288,1.65318,0.10326,44.6873,4.0311e-05,0,0.035713,0.0357071
9,12288,2.14742,0.12831,39.8664,5.011e-05,0,0.0309526,0.0309462
9,12288,1.61952,0.200256,39.9477,4.2282e-05,0,0.035999,0.0359929
9,12288,1.95013,0.108836,39.9159,3.1749e-05,0,0.0317599,0.0317545
9,12288,2.3583,0.141778,39.94,6.6167e-05,0,0.0329605,0.0329552
9,12288,1.6471,0.208693,39.8066,5.0237e-05,0,0.0358178,0.0358112
10,16384,4.39897,0.17487,84.8847,4.8618e-05,0,0.0433348,0.0433282
10,16384,3.57314,0.288934,84.8144,2.8243e-05,0,0.0376395,0.0376346
10,16384,3.86047,0.284114,84.7892,5.6746e-05,0,0.0388242,0.0388182
10,16384,4.0207,0.176444,84.8794,6.3853e-05,0,0.0422769,0.0422696
10,16384,3.83585,0.148747,84.7932,4.3836e-05,0,0.0397583,0.0397525
11,16384,4.51359,0.259789,77.3234,5.6957e-05,0,0.0349604,0.0349544
11,16384,5.31529,0.163189,77.3034,4.57e-05,0,0.0355371,0.0355305
11,16384,4.18744,0.145352,77.3489,5.1116e-05,0,0.0346104,0.0346049
11,16384,4.46718,0.175925,77.4007,0.00012471,0,0.0381792,0.038174
11,16384,4.15841,0.352785,77.2306,4.2366e-05,0,0.0370465,0.0370394
12,16384,4.19553,0.145553,70.8817,8.3017e-05,0,0.0320438,0.0320378
12,16384,4.48921,0.159992,70.9073,7.72e-05,0,0.0320657,0.0320587
12,16384,4.44523,0.276829,70.9368,4.2685e-05,0,0.0320534,0.0320474
12,16384,4.37005,0.167415,70.9042,3.1945e-05,0,0.0319839,0.0319775
12,16384,4.87289,0.259718,70.8541,8.1083e-05,0,0.0325589,0.0325521
13,16384,5.19191,0.153245,65.6454,6.4972e-05,0,0.0296773,0.0296711
13,16384,4.90846,0.144006,65.5755,4.1244e-05,0,0.0290926,0.0290859
13,16384,5.47126,0.246187,65.5619,7.2547e-05,0,0.0294709,0.0294535
13,16384,4.46811,0.145824,65.5505,7.3703e-05,0,0.0308745,0.0308667
13,16384,5.45287,0.148135,65.5805,4.0462e-05,0,0.0315939,0.0315877
14,16384,4.0691,0.285918,61.1203,3.6266e-05,0,0.0298803,0.0298715
14,16384,4.47891,0.149849,61.0128,4.1026e-05,0,0.0345071,0.0344987
14,16384,4.78924,0.26271,60.9727,7.4667e-05,0,0.0285215,0.0285102
14,16384,5.76103,0.292678,60.9814,8.6557e-05,0,0.029283,0.029275
14,16384,4.48091,0.153889,61.0708,3.4161e-05,0,0.0292293,0.0292226
15,16384,4.98799,0.159311,57.0266,3.508e-05,0,0.04112,0.0411124
15,16384,5.13234,0.264635,57.1147,4.4775e-05,0,0.0303275,0.0303196
15,16384,5.90402,0.256453,57.0547,3.7515e-05,0,0.0383141,0.0383067
15,16384,5.04058,0.207666,57.0049,0.000155019,0,0.0261914,0.0261835
15,16384,5.84646,0.14718,57.0081,7.1337e-05,0,0.0267305,0.0267187
16,16384,6.06234,0.233675,52.7527,4.5991e-05,0,0.0275195,0.0275103
16,16384,5.24943,0.278606,52.8332,4.3181e-05,0,0.0466491,0.0466409
16,16384,6.98808,0.141606,52.8713,5.4073e-05,0,0.0251919,0.0251837
16,16384,5.76606,0.248045,53.3304,3.6644e-05,0,0.0258128,0.0257925
16,16384,5.14732,0.2264,53.3402,3.7637e-05,0,0.0299252,0.0299162
1,16384,0.309542,0.150355,832.119,N/A,N/A,N/A,N/A
1,16384,0.308914,0.148667,832.137,N/A,N/A,N/A,N/A
1,16384,0.314142,0.154277,832.162,N/A,N/A,N/A,N/A
1,16384,0.30739,0.124854,832.093,N/A,N/A,N/A,N/A
1,16384,0.33887,0.152925,832.191,N/A,N/A,N/A,N/A
3,16384,1.1647,0.346013,278.732,3.91e-05,0,0.122299,0.122295
3,16384,1.1786,0.339201,278.917,4.1596e-05,0,0.134057,0.134053
3,16384,1.15225,0.256605,278.873,3.8743e-05,0,0.121883,0.121879
3,16384,0.824688,0.309549,278.873,3.8552e-05,0,0.123689,0.123685
3,16384,1.1249,0.326178,278.747,4.0411e-05,0,0.12156,0.121556
4,16384,1.12747,0.253658,209.896,2.9474e-05,0,0.0929824,0.0929773
4,16384,1.43119,0.217872,209.915,3.4299e-05,0,0.0929751,0.092969
4,16384,1.35109,0.270686,209.831,3.8084e-05,0,0.0895376,0.0895341
4,16384,1.42424,0.329146,208.832,3.8942e-05,0,0.0941314,0.0941216
4,16384,2.76237,0.302438,209.97,4.4246e-05,0,0.0983213,0.0983166
5,16384,1.7667,0.229319,167.953,3.2901e-05,0,0.0782269,0.07822
