gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
4,425984,1,0.0128318,0.00847151,2.77817,0.00616781,5.4472e-05,0.00822504,0.00818465
4,425984,1,0.0162754,0.00774661,2.77638,0.00518547,5.3275e-05,0.0070817,0.0070532
4,427008,1,0.00855661,0.00409951,3.24356,0.00450661,3.3377e-05,0.00636002,0.00633224
4,427008,1,0.00865259,0.00694677,3.22804,0.00592716,6.7871e-05,0.00806911,0.00802528
4,427008,1,0.0187704,0.00604586,3.24221,0.0044215,3.4826e-05,0.00624125,0.00621015
4,428032,1,0.00916467,0.00615106,3.25064,0.00454862,5.7938e-05,0.00649329,0.0064626
4,428032,1,0.0129224,0.00558063,3.2659,0.00454466,3.4661e-05,0.00629133,0.00626111
4,428032,1,0.0170605,0.00648887,3.25949,0.00528414,3.0404e-05,0.00739588,0.0073535
4,429056,1,0.0165993,0.00605015,3.2686,0.00449801,3.436e-05,0.00656296,0.00652352
4,429056,1,0.0170199,0.00782272,3.26864,0.0055528,5.437e-05,0.00868503,0.00864394
4,429056,1,0.0189235,0.00587855,3.26727,0.00566646,3.3553e-05,0.00747546,0.00744578
4,430080,1,0.00810096,0.00484985,3.29428,0.0044231,2.4528e-05,0.00617926,0.00614414
4,430080,1,0.0136405,0.0071026,3.27644,0.00471007,3.3045e-05,0.00650856,0.00647295
4,430080,1,0.0166933,0.00578165,3.2712,0.00500084,3.1449e-05,0.00681639,0.00678565
4,431104,1,0.00840311,0.00460049,3.29616,0.00460026,5.0657e-05,0.00673271,0.00670392
4,431104,1,0.0105211,0.00556546,3.37842,0.00438936,2.5064e-05,0.00612435,0.00609638
4,431104,1,0.0180564,0.00603231,3.34008,0.0045389,4.1174e-05,0.00629181,0.00626445
4,432128,1,0.0130434,0.00574175,3.38711,0.00499505,3.0849e-05,0.00680361,0.00677396
4,432128,1,0.014497,0.00594602,3.37974,0.00452771,3.2077e-05,0.00652195,0.0064976
4,432128,1,0.0164446,0.00570637,3.37848,0.00447879,3.9063e-05,0.00628281,0.00625277
4,433152,1,0.0106207,0.00641193,3.38897,0.00488307,2.2761e-05,0.00734663,0.00730706
4,433152,1,0.0141885,0.00667958,3.37464,0.00527807,3.2384e-05,0.0078328,0.00779501
4,433152,1,0.0187511,0.00455167,3.4061,0.00526858,2.2358e-05,0.0070199,0.00698846
4,434176,1,0.00844165,0.00466263,3.38948,0.00490508,3.4564e-05,0.00673428,0.00669217
4,434176,1,0.00880101,0.00528212,3.37098,0.00453173,3.5243e-05,0.00636922,0.00632662
4,434176,1,0.0109264,0.00531489,3.3838,0.00449474,6.6377e-05,0.00630818,0.00626942
4,435200,1,0.0136728,0.00444955,3.39329,0.00451489,3.4797e-05,0.00630544,0.00626956
4,435200,1,0.0153624,0.00582775,3.38748,0.00452654,3.5411e-05,0.00640452,0.00637712
4,435200,1,0.0191505,0.00596341,3.38647,0.00450988,3.6435e-05,0.00632494,0.00629651
4,436224,1,0.013121,0.00630176,3.4129,0.00486953,3.4917e-05,0.00701747,0.00698625
4,436224,1,0.0154807,0.00582576,3.40942,0.0045773,3.8698e-05,0.00640227,0.00637477
4,436224,1,0.0162638,0.00732083,3.39181,0.00661388,6.1322e-05,0.00867731,0.00864628
4,437248,1,0.00883377,0.0052685,3.41053,0.00494775,3.335e-05,0.00676137,0.00673696
4,437248,1,0.00990552,0.00659676,3.40415,0.00566735,5.3141e-05,0.00769959,0.00764654
4,437248,1,0.0134402,0.00577235,3.42488,0.00451349,3.5638e-05,0.00628887,0.00625328
4,438272,1,0.00876435,0.00685728,3.40611,0.00572077,5.5741e-05,0.00783583,0.00779769
4,438272,1,0.0096897,0.00578377,3.42612,0.004625,2.3276e-05,0.00652369,0.00649618
4,438272,1,0.016274,0.00687404,3.42081,0.00712601,3.2313e-05,0.00958818,0.00953923
4,439296,1,0.00863822,0.00565302,3.43816,0.0065676,6.4005e-05,0.00880172,0.00876217
4,439296,1,0.00885105,0.00560847,3.40531,0.00445042,2.3594e-05,0.00622312,0.00620104
4,439296,1,0.0142714,0.00619809,3.42506,0.00469795,6.936e-05,0.00672774,0.00669776
4,440320,1,0.0130404,0.00573622,3.40705,0.00440637,3.5424e-05,0.00620353,0.00616594
4,440320,1,0.0192708,0.00593243,3.43117,0.00447602,3.4917e-05,0.00624941,0.00622188
4,440320,1,0.0214976,0.00614092,3.44266,0.00443682,3.4731e-05,0.00625114,0.00622352
4,441344,1,0.0102019,0.0061013,3.44278,0.00535711,3.1197e-05,0.00732195,0.00727667
4,441344,1,0.0143104,0.00458548,3.42057,0.00451653,3.5001e-05,0.00636103,0.00630591
4,441344,1,0.0164651,0.00685828,3.44838,0.00471645,3.5734e-05,0.00722277,0.00718165
4,442368,1,0.00907533,0.00464027,3.46787,0.00461297,4.0505e-05,0.00644399,0.00639264
4,442368,1,0.0170864,0.00788901,3.43327,0.00598155,5.512e-05,0.00781987,0.00778835
4,442368,1,0.0183511,0.00596016,3.42878,0.00508517,3.5128e-05,0.00691789,0.0068758
4,475136,1,0.0157352,0.00601939,3.71229,0.00490064,3.2062e-05,0.00672185,0.00669543
4,475136,1,0.0163776,0.00644763,3.69548,0.00631679,3.2894e-05,0.00822663,0.00818628
4,475136,1,0.0182815,0.00609476,3.69352,0.00488656,3.4079e-05,0.00668541,0.00665825
4,507904,1,0.00906353,0.00537539,4.0128,0.00493615,2.4815e-05,0.00709019,0.0070568
4,507904,1,0.0151397,0.00626976,4.0172,0.00543043,3.0484e-05,0.00718488,0.00716063
4,507904,1,0.0192258,0.00882426,4.005,0.00568439,5.3412e-05,0.00763246,0.00758965
4,540672,1,0.00951914,0.00493771,4.93847,0.00449229,2.4219e-05,0.00622036,0.00619428
4,540672,1,0.0191545,0.00743157,4.97746,0.00463731,3.212e-05,0.00726688,0.00722794
4,540672,1,0.0206256,0.00662267,4.95838,0.0045005,3.3365e-05,0.00631802,0.00628959
4,573440,1,0.0189042,0.00688197,5.2743,0.0044561,3.5057e-05,0.00625592,0.00622853
4,573440,1,0.0193693,0.0073287,5.30019,0.00515858,4.1679e-05,0.00849069,0.00846076
4,573440,1,0.0215833,0.00708803,5.29111,0.00451584,3.53e-05,0.00655134,0.0065218
