gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time
2,62464,1,0.00212413,0.00647009,0.312266,0.0147051,3.3246e-05,0.0202474,0.0201623
2,63488,1,0.0014331,0.00633743,0.316851,0.0144068,1.327e-05,0.0197605,0.0196972
2,63488,1,0.00147286,0.00276176,0.307631,0.00514224,1.4528e-05,0.00715199,0.00711595
2,63488,1,0.00216808,0.00633843,0.317033,0.0143229,4.3513e-05,0.0197078,0.0196105
2,64512,1,0.00135434,0.00349637,0.318015,0.0106161,1.334e-05,0.0133096,0.0132669
2,64512,1,0.00148201,0.00297527,0.312385,0.00507679,1.341e-05,0.00710638,0.00706545
2,64512,1,0.00179119,0.00651863,0.322,0.0144834,2.8985e-05,0.0200659,0.0199893
2,65536,1,0.00146084,0.00640073,0.326525,0.014415,3.6878e-05,0.019923,0.0198473
2,65536,1,0.00177549,0.00334642,0.318579,0.00613562,1.2991e-05,0.00865607,0.00861165
2,65536,1,0.0022629,0.00643929,0.327079,0.0148532,2.7868e-05,0.0204206,0.0203546
2,66560,1,0.0015005,0.0064807,0.332025,0.0145911,2.6401e-05,0.0201321,0.0200559
2,66560,1,0.0016203,0.00322475,0.323516,0.00661447,1.5506e-05,0.00904565,0.00900487
2,66560,1,0.00223003,0.00651423,0.331754,0.0145042,3.129e-05,0.0201173,0.0200018
2,67584,1,0.0016471,0.00653588,0.336359,0.0144544,3.4153e-05,0.0200506,0.0199756
2,67584,1,0.00170415,0.00548326,0.336256,0.0141997,3.1988e-05,0.0187625,0.018703
2,67584,1,0.00177877,0.0064705,0.336096,0.0144904,2.8985e-05,0.0200519,0.019963
2,68608,1,0.00144756,0.00642322,0.34129,0.0142774,3.3874e-05,0.0197702,0.0196968
2,68608,1,0.00157407,0.00402634,0.335598,0.00889689,1.2991e-05,0.0120737,0.0120376
2,68608,1,0.00231277,0.00673514,0.341588,0.0144875,2.7029e-05,0.0202527,0.0201759
2,69632,1,0.00151854,0.00654251,0.346207,0.0144411,2.8985e-05,0.0200656,0.0199946
2,69632,1,0.0015448,0.00362007,0.337908,0.00597226,3.2547e-05,0.00840617,0.00836755
2,69632,1,0.00235398,0.00645242,0.346164,0.0144371,1.348e-05,0.0199244,0.0198311
2,70656,1,0.00148746,0.00322705,0.342747,0.00597624,1.341e-05,0.00838109,0.00832564
2,70656,1,0.00171115,0.00603448,0.350433,0.0139234,2.4864e-05,0.0190047,0.0189263
2,70656,1,0.00241194,0.00554179,0.351143,0.0143771,3.094e-05,0.0188603,0.0187672
2,71680,1,0.00158194,0.00657708,0.355917,0.0145331,4.7143e-05,0.0201602,0.0200606
2,71680,1,0.0017062,0.00646973,0.356019,0.0143802,2.4236e-05,0.0198908,0.0198241
2,71680,1,0.00236564,0.00608428,0.355939,0.0146188,1.6413e-05,0.0197143,0.0196294
2,72704,1,0.00160437,0.00654112,0.360649,0.0143303,3.4363e-05,0.0199391,0.0198374
2,72704,1,0.0017887,0.00391369,0.353873,0.00749087,1.2851e-05,0.0105395,0.0104844
2,72704,1,0.00222522,0.00299063,0.352181,0.00595256,2.5353e-05,0.00808447,0.00804759
2,73728,1,0.00155689,0.00431641,0.360617,0.00927007,2.3887e-05,0.0126488,0.0125471
2,73728,1,0.0015726,0.00268144,0.356303,0.00492579,1.2292e-05,0.00678566,0.00675416
2,73728,1,0.00247536,0.00653434,0.365913,0.0144373,3.115e-05,0.0199611,0.0198834
2,74752,1,0.00168847,0.00317796,0.362891,0.00650209,1.4597e-05,0.00882872,0.00879317
2,74752,1,0.00249432,0.00629345,0.370474,0.0140466,1.2711e-05,0.0193725,0.0193038
2,74752,1,0.00250931,0.00653141,0.370753,0.0145153,2.8775e-05,0.0200838,0.0199985
2,75776,1,0.00162594,0.00595388,0.375559,0.014275,3.0731e-05,0.0192224,0.0191504
2,75776,1,0.0016346,0.00612877,0.375446,0.0144466,1.4458e-05,0.0195532,0.0194772
2,75776,1,0.00252987,0.00656256,0.375654,0.0144913,1.2502e-05,0.0200305,0.0199431
2,76800,1,0.00163595,0.00287379,0.371181,0.00517597,1.2991e-05,0.00702557,0.00699065
2,76800,1,0.00169629,0.0065847,0.380444,0.0144572,1.2502e-05,0.0200378,0.0199671
2,76800,1,0.00259402,0.00668728,0.380468,0.0144912,2.9334e-05,0.020175,0.0200961
2,77824,1,0.00171282,0.0066528,0.385254,0.0145641,1.341e-05,0.0201941,0.0201233
2,77824,1,0.00192111,0.00655481,0.385281,0.0142608,1.2362e-05,0.0198154,0.0197188
2,77824,1,0.00260587,0.00397976,0.378717,0.0078639,1.3898e-05,0.0108767,0.0108358
2,78848,1,0.00164014,0.00320596,0.382131,0.00624304,1.2852e-05,0.00856744,0.00851827
2,78848,1,0.00164892,0.00610984,0.390064,0.0143131,3.4782e-05,0.0194427,0.0193703
2,78848,1,0.00169285,0.0059624,0.389293,0.0137705,2.668e-05,0.0187465,0.0186632
2,79872,1,0.00168281,0.00415667,0.386739,0.0059951,3.2058e-05,0.00923933,0.00919854
2,79872,1,0.00211316,0.00659469,0.395157,0.0144583,2.8845e-05,0.0199937,0.0199196
2,79872,1,0.00264406,0.00647518,0.395016,0.0144117,1.5924e-05,0.0198379,0.0197402
2,80896,1,0.00167946,0.00411749,0.393574,0.00813916,1.5994e-05,0.0113726,0.0113404
2,80896,1,0.00269358,0.00661061,0.399892,0.0144042,3.569e-05,0.0199346,0.0198415
2,80896,1,0.00270563,0.0052898,0.398583,0.0127823,3.2057e-05,0.0170115,0.0169526
2,81920,1,0.00171599,0.00281114,0.395391,0.00490896,1.4528e-05,0.00679983,0.00676135
