gpus,N,T,usr_htod_memcpy_time,usr_dtoh_memcpy_time,usr_kernel_time,dep_res_creation_time,dep_res_copy_time,arg_acc_time,lin_time,node,blocksize
1,70912,1,0.000818215,0.000804829,0.465543,N/A,N/A,N/A,N/A,homepc,128
1,70912,1,0.000839072,0.000890079,0.524394,N/A,N/A,N/A,N/A,homepc,256
1,71040,1,0.000828534,0.00081968,0.462061,N/A,N/A,N/A,N/A,homepc,128
1,71040,1,0.000858019,0.000811557,0.580396,N/A,N/A,N/A,N/A,homepc,384
1,71040,1,0.00110763,0.000907253,0.579476,N/A,N/A,N/A,N/A,homepc,640
1,71168,1,0.000813626,0.000816805,0.518903,N/A,N/A,N/A,N/A,homepc,256
1,71168,1,0.000823513,0.000806178,0.471342,N/A,N/A,N/A,N/A,homepc,512
1,71168,1,0.000828202,0.000816656,0.463081,N/A,N/A,N/A,N/A,homepc,128
1,71296,1,0.000858366,0.000949206,0.465163,N/A,N/A,N/A,N/A,homepc,128
1,71296,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,71424,1,0.000814824,0.000823182,0.59117,N/A,N/A,N/A,N/A,homepc,768
1,71424,1,0.000822236,0.000841127,0.529724,N/A,N/A,N/A,N/A,homepc,256
1,71424,1,0.000822426,0.00081614,0.468861,N/A,N/A,N/A,N/A,homepc,128
1,71424,1,0.000824987,0.000830268,0.581707,N/A,N/A,N/A,N/A,homepc,384
1,71552,1,0.00083206,0.00079068,0.467036,N/A,N/A,N/A,N/A,homepc,128
1,71680,1,0.000824301,0.000826198,0.476736,N/A,N/A,N/A,N/A,homepc,512
1,71680,1,0.000837971,0.000827817,0.533317,N/A,N/A,N/A,N/A,homepc,256
1,71680,1,0.000866622,0.000810051,0.589683,N/A,N/A,N/A,N/A,homepc,640
1,71680,1,0.000872535,0.000821105,0.527606,N/A,N/A,N/A,N/A,homepc,1024
1,71680,1,0.000905269,0.000828563,0.470345,N/A,N/A,N/A,N/A,homepc,128
1,71808,1,0.000826368,0.000832466,0.470912,N/A,N/A,N/A,N/A,homepc,128
1,71808,1,0.000827175,0.000953731,0.585843,N/A,N/A,N/A,N/A,homepc,384
1,71936,1,0.000841931,0.000823405,0.476225,N/A,N/A,N/A,N/A,homepc,128
1,71936,1,0.00084502,0.000801641,0.530651,N/A,N/A,N/A,N/A,homepc,256
1,72064,1,0.00112943,0.00084411,0.472591,N/A,N/A,N/A,N/A,homepc,128
1,72192,1,0.000826568,0.000830131,0.475898,N/A,N/A,N/A,N/A,homepc,128
1,72192,1,0.000830378,0.000859164,0.5935,N/A,N/A,N/A,N/A,homepc,384
1,72192,1,0.000836448,0.000831718,0.597905,N/A,N/A,N/A,N/A,homepc,768
1,72192,1,0.000843265,0.000832723,0.535464,N/A,N/A,N/A,N/A,homepc,256
1,72192,1,0.000851981,0.000785074,0.481518,N/A,N/A,N/A,N/A,homepc,512
1,72192,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,72320,1,0.000834813,0.000862077,0.599057,N/A,N/A,N/A,N/A,homepc,640
1,72320,1,0.000883055,0.000828087,0.474242,N/A,N/A,N/A,N/A,homepc,128
1,72448,1,0.000825762,0.000847783,0.544257,N/A,N/A,N/A,N/A,homepc,256
1,72448,1,0.000847317,0.000891118,0.476036,N/A,N/A,N/A,N/A,homepc,128
1,72576,1,0.000833589,0.000860731,0.589338,N/A,N/A,N/A,N/A,homepc,384
1,72576,1,0.000847074,0.000808707,0.479817,N/A,N/A,N/A,N/A,homepc,128
1,72704,1,0.000832133,0.000830967,0.542085,N/A,N/A,N/A,N/A,homepc,256
1,72704,1,0.000847427,0.000826859,0.536513,N/A,N/A,N/A,N/A,homepc,1024
1,72704,1,0.000851238,0.000792079,0.486853,N/A,N/A,N/A,N/A,homepc,128
1,72704,1,0.000860548,0.000918475,0.485263,N/A,N/A,N/A,N/A,homepc,512
1,72832,1,0.000934116,0.000877184,0.482098,N/A,N/A,N/A,N/A,homepc,128
1,72960,1,0.000840751,0.000939127,0.547513,N/A,N/A,N/A,N/A,homepc,256
1,72960,1,0.000859297,0.000838064,0.606251,N/A,N/A,N/A,N/A,homepc,640
1,72960,1,0.000891156,0.000831992,0.478928,N/A,N/A,N/A,N/A,homepc,128
1,72960,1,0.000897639,0.000831559,0.595298,N/A,N/A,N/A,N/A,homepc,384
1,72960,1,0.000967822,0.000855993,0.60439,N/A,N/A,N/A,N/A,homepc,768
1,73088,1,0.000845272,0.000835306,0.482673,N/A,N/A,N/A,N/A,homepc,128
1,73088,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,homepc,896
1,73216,1,0.000839493,0.000828968,0.48685,N/A,N/A,N/A,N/A,homepc,128
1,73216,1,0.000844931,0.000838989,0.490047,N/A,N/A,N/A,N/A,homepc,512
1,73216,1,0.000849286,0.00084145,0.55012,N/A,N/A,N/A,N/A,homepc,256
1,73344,1,0.000844432,0.000836243,0.600746,N/A,N/A,N/A,N/A,homepc,384
1,73344,1,0.000847729,0.000817489,0.484031,N/A,N/A,N/A,N/A,homepc,128
1,73472,1,0.000841156,0.000884763,0.554697,N/A,N/A,N/A,N/A,homepc,256
1,73472,1,0.000851369,0.000923185,0.490726,N/A,N/A,N/A,N/A,homepc,128
1,73600,1,0.000848271,0.00084337,0.614069,N/A,N/A,N/A,N/A,homepc,640
1,73600,1,0.00086216,0.00083058,0.490121,N/A,N/A,N/A,N/A,homepc,128
1,73728,1,0.000846843,0.000842,0.551741,N/A,N/A,N/A,N/A,homepc,256
1,73728,1,0.000847867,0.000850191,0.488828,N/A,N/A,N/A,N/A,homepc,128
1,73728,1,0.000848945,0.000816393,0.494347,N/A,N/A,N/A,N/A,homepc,512
